date,city,precipitation,month,year
2021-11-11,NYC,0.000714,11,2021
2021-11-12,NYC,0.09,11,2021
2021-11-13,NYC,0.429286,11,2021
2021-11-14,NYC,0.175833,11,2021
2021-11-15,NYC,0.040769,11,2021
2021-11-16,NYC,0.005714,11,2021
2021-11-17,NYC,0.0,11,2021
2021-11-18,NYC,0.012143,11,2021
2021-11-19,NYC,0.115,11,2021
2021-11-20,NYC,0.000714,11,2021
2021-11-21,NYC,0.000714,11,2021
2021-11-22,NYC,0.075714,11,2021
2021-11-23,NYC,0.013571,11,2021
2021-11-24,NYC,0.0,11,2021
2021-11-25,NYC,0.000833,11,2021
2021-11-26,NYC,0.133846,11,2021
2021-11-27,NYC,0.032308,11,2021
2021-11-28,NYC,0.001538,11,2021
2021-11-29,NYC,0.001538,11,2021
2021-11-30,NYC,0.0,11,2021
2021-12-01,NYC,0.000714,12,2021
2021-12-02,NYC,0.038571,12,2021
2021-12-03,NYC,0.009231,12,2021
2021-12-04,NYC,0.0,12,2021
2021-12-05,NYC,0.0,12,2021
2021-12-06,NYC,0.326154,12,2021
2021-12-07,NYC,0.056923,12,2021
2021-12-08,NYC,0.012308,12,2021
2021-12-09,NYC,0.03,12,2021
2021-12-10,NYC,0.003846,12,2021
2021-12-11,NYC,0.090769,12,2021
2021-12-12,NYC,0.088462,12,2021
2021-12-13,NYC,0.000714,12,2021
2021-12-14,NYC,0.000769,12,2021
2021-12-15,NYC,0.0,12,2021
2021-12-16,NYC,0.012308,12,2021
2021-12-17,NYC,0.0,12,2021
2021-12-18,NYC,0.031429,12,2021
2021-12-19,NYC,0.101429,12,2021
2021-12-20,NYC,0.0,12,2021
2021-12-21,NYC,0.001429,12,2021
2021-12-22,NYC,0.152308,12,2021
2021-12-23,NYC,0.007692,12,2021
2021-12-24,NYC,0.026429,12,2021
2021-12-25,NYC,0.081667,12,2021
2021-12-26,NYC,0.105833,12,2021
2021-12-27,NYC,0.011538,12,2021
2021-12-28,NYC,0.091667,12,2021
2021-12-29,NYC,0.218333,12,2021
2021-12-30,NYC,0.061667,12,2021
2021-12-31,NYC,0.015,12,2021
2022-01-01,NYC,0.294167,1,2022
2022-01-02,NYC,0.634167,1,2022
2022-01-03,NYC,0.009231,1,2022
2022-01-04,NYC,0.0,1,2022
2022-01-05,NYC,0.098,1,2022
2022-01-06,NYC,0.129,1,2022
2022-01-07,NYC,0.398182,1,2022
2022-01-08,NYC,0.017273,1,2022
2022-01-09,NYC,0.022727,1,2022
2022-01-10,NYC,0.086923,1,2022
2022-01-11,NYC,0.0,1,2022
2022-01-12,NYC,0.0,1,2022
2022-01-13,NYC,0.0,1,2022
2022-01-14,NYC,0.0,1,2022
2022-01-15,NYC,0.0,1,2022
2022-01-16,NYC,0.098182,1,2022
2022-01-17,NYC,1.441818,1,2022
2022-01-18,NYC,0.015,1,2022
2022-01-19,NYC,0.0,1,2022
2022-01-20,NYC,0.191667,1,2022
2022-01-21,NYC,0.1,1,2022
2022-01-22,NYC,0.0,1,2022
2022-01-23,NYC,0.003333,1,2022
2022-01-24,NYC,0.009167,1,2022
2022-01-25,NYC,0.005,1,2022
2022-01-26,NYC,0.0,1,2022
2022-01-27,NYC,0.0,1,2022
2022-01-28,NYC,0.020769,1,2022
2022-01-29,NYC,0.474444,1,2022
2022-01-30,NYC,0.141429,1,2022
2022-01-31,NYC,0.0,1,2022
2022-02-01,NYC,0.0,2,2022
2022-02-02,NYC,0.0,2,2022
2022-02-03,NYC,0.093846,2,2022
2022-02-04,NYC,0.631667,2,2022
2022-02-05,NYC,0.351818,2,2022
2022-02-06,NYC,0.0,2,2022
2022-02-07,NYC,0.059,2,2022
2022-02-08,NYC,0.259,2,2022
2022-02-09,NYC,0.0,2,2022
2022-02-10,NYC,0.000833,2,2022
2022-02-11,NYC,0.0,2,2022
2022-02-12,NYC,0.0,2,2022
2022-02-13,NYC,0.152,2,2022
2022-02-14,NYC,0.047,2,2022
2022-02-15,NYC,0.0,2,2022
2022-02-16,NYC,0.0,2,2022
2022-02-17,NYC,0.066667,2,2022
2022-02-18,NYC,0.580833,2,2022
2022-02-19,NYC,0.02,2,2022
2022-02-20,NYC,0.008182,2,2022
2022-02-21,NYC,0.0,2,2022
2022-02-22,NYC,0.045833,2,2022
2022-02-23,NYC,0.224167,2,2022
2022-02-24,NYC,0.000833,2,2022
2022-02-25,NYC,0.581111,2,2022
2022-02-26,NYC,0.203,2,2022
2022-02-27,NYC,0.0025,2,2022
2022-02-28,NYC,0.0,2,2022
2022-03-01,NYC,0.0,3,2022
2022-03-02,NYC,0.004167,3,2022
2022-03-03,NYC,0.051,3,2022
2022-03-04,NYC,0.0,3,2022
2022-03-05,NYC,0.0,3,2022
2022-03-06,NYC,0.0125,3,2022
2022-03-07,NYC,0.075833,3,2022
2022-03-08,NYC,0.063,3,2022
2022-03-09,NYC,0.1375,3,2022
2022-03-10,NYC,0.444167,3,2022
2022-03-11,NYC,0.002,3,2022
2022-03-12,NYC,0.172,3,2022
2022-03-13,NYC,0.346,3,2022
2022-03-14,NYC,0.008182,3,2022
2022-03-15,NYC,0.0,3,2022
2022-03-16,NYC,0.002727,3,2022
2022-03-17,NYC,0.023,3,2022
2022-03-18,NYC,0.11,3,2022
2022-03-19,NYC,0.048889,3,2022
2022-03-20,NYC,0.155,3,2022
2022-03-21,NYC,0.001,3,2022
2022-03-22,NYC,0.0,3,2022
2022-03-23,NYC,0.014,3,2022
2022-03-24,NYC,0.58,3,2022
2022-03-25,NYC,0.442,3,2022
2022-03-26,NYC,0.005,3,2022
2022-03-27,NYC,0.044545,3,2022
2022-03-28,NYC,0.0,3,2022
2022-03-29,NYC,0.0,3,2022
2022-03-30,NYC,0.0,3,2022
2022-03-31,NYC,0.016,3,2022
2022-04-01,NYC,0.49,4,2022
2022-04-02,NYC,0.009,4,2022
2022-04-03,NYC,0.024,4,2022
2022-04-04,NYC,0.091111,4,2022
2022-04-05,NYC,0.013333,4,2022
2022-04-06,NYC,0.347,4,2022
2022-04-07,NYC,0.315,4,2022
2022-04-08,NYC,0.87,4,2022
2022-04-09,NYC,0.026667,4,2022
2022-04-10,NYC,0.032222,4,2022
2022-04-11,NYC,0.001111,4,2022
2022-04-12,NYC,0.017778,4,2022
2022-04-13,NYC,0.035,4,2022
2022-04-14,NYC,0.015,4,2022
2022-04-15,NYC,0.085,4,2022
2022-04-16,NYC,0.034,4,2022
2022-04-17,NYC,0.106,4,2022
2022-04-18,NYC,0.251,4,2022
2022-04-19,NYC,1.42,4,2022
2022-04-20,NYC,0.004,4,2022
2022-04-21,NYC,0.0,4,2022
2022-04-22,NYC,0.0,4,2022
2022-04-23,NYC,0.0,4,2022
2022-04-24,NYC,0.001,4,2022
2022-04-25,NYC,0.0,4,2022
2022-04-26,NYC,0.01,4,2022
2022-04-27,NYC,0.045,4,2022
2022-04-28,NYC,0.0,4,2022
2022-04-29,NYC,0.0,4,2022
2022-04-30,NYC,0.0,4,2022
2022-05-01,NYC,0.0,5,2022
2022-05-02,NYC,0.220909,5,2022
2022-05-03,NYC,0.068,5,2022
2022-05-04,NYC,0.053636,5,2022
2022-05-05,NYC,0.026364,5,2022
2022-05-06,NYC,0.167273,5,2022
2022-05-07,NYC,0.966,5,2022
2022-05-08,NYC,0.657273,5,2022
2022-05-09,NYC,0.004545,5,2022
2022-05-10,NYC,0.0,5,2022
2022-05-11,NYC,0.0,5,2022
2022-05-12,NYC,0.0,5,2022
2022-05-13,NYC,0.009,5,2022
2022-05-14,NYC,0.062,5,2022
2022-05-15,NYC,0.12,5,2022
2022-05-16,NYC,0.027,5,2022
2022-05-17,NYC,0.093,5,2022
2022-05-18,NYC,0.000909,5,2022
2022-05-19,NYC,0.714545,5,2022
2022-05-20,NYC,0.161,5,2022
2022-05-21,NYC,0.246667,5,2022
2022-05-22,NYC,0.001111,5,2022
2022-05-23,NYC,0.038889,5,2022
2022-05-24,NYC,0.001,5,2022
2022-05-25,NYC,0.0,5,2022
2022-05-26,NYC,0.000909,5,2022
2022-05-27,NYC,0.043636,5,2022
2022-05-28,NYC,0.434545,5,2022
2022-05-29,NYC,0.333636,5,2022
2022-05-30,NYC,0.0,5,2022
2022-05-31,NYC,0.0,5,2022
2022-06-01,NYC,0.263636,6,2022
2022-06-02,NYC,0.789091,6,2022
2022-06-03,NYC,0.325,6,2022
2022-06-04,NYC,0.002,6,2022
2022-06-05,NYC,0.0,6,2022
2022-06-06,NYC,0.0,6,2022
2022-06-07,NYC,0.014,6,2022
2022-06-08,NYC,0.108182,6,2022
2022-06-09,NYC,0.760909,6,2022
2022-06-10,NYC,0.0,6,2022
2022-06-11,NYC,0.0,6,2022
2022-06-12,NYC,0.023636,6,2022
2022-06-13,NYC,0.277273,6,2022
2022-06-14,NYC,0.001818,6,2022
2022-06-15,NYC,0.0,6,2022
2022-06-16,NYC,0.137,6,2022
2022-06-17,NYC,0.1,6,2022
2022-06-18,NYC,0.006667,6,2022
2022-06-19,NYC,0.001111,6,2022
2022-06-20,NYC,0.0,6,2022
2022-06-21,NYC,0.008,6,2022
2022-06-22,NYC,0.136,6,2022
2022-06-23,NYC,0.069,6,2022
2022-06-24,NYC,0.043,6,2022
2022-06-25,NYC,0.001,6,2022
2022-06-26,NYC,0.0,6,2022
2022-06-27,NYC,0.165,6,2022
2022-06-28,NYC,0.27,6,2022
2022-06-29,NYC,0.0,6,2022
2022-06-30,NYC,0.0,6,2022
2022-07-01,NYC,0.0,7,2022
2022-07-02,NYC,0.032222,7,2022
2022-07-03,NYC,0.006,7,2022
2022-07-04,NYC,0.0,7,2022
2022-07-05,NYC,0.011,7,2022
2022-07-06,NYC,0.031,7,2022
2022-07-07,NYC,0.001,7,2022
2022-07-08,NYC,0.045455,7,2022
2022-07-09,NYC,0.02,7,2022
2022-07-10,NYC,0.0,7,2022
2022-07-11,NYC,0.0,7,2022
2022-07-12,NYC,0.0,7,2022
2022-07-13,NYC,0.005455,7,2022
2022-07-14,NYC,0.000909,7,2022
2022-07-15,NYC,0.023636,7,2022
2022-07-16,NYC,0.113,7,2022
2022-07-17,NYC,0.309,7,2022
2022-07-18,NYC,0.23,7,2022
2022-07-19,NYC,1.17,7,2022
2022-07-20,NYC,0.0,7,2022
2022-07-21,NYC,0.039,7,2022
2022-07-22,NYC,0.29,7,2022
2022-07-23,NYC,0.005,7,2022
2022-07-24,NYC,0.0,7,2022
2022-07-25,NYC,0.15,7,2022
2022-07-26,NYC,0.148,7,2022
2022-07-27,NYC,0.0,7,2022
2022-07-28,NYC,0.135,7,2022
2022-07-29,NYC,0.01,7,2022
2022-07-30,NYC,0.006,7,2022
2022-07-31,NYC,0.0,7,2022
2022-08-01,NYC,0.298,8,2022
2022-08-02,NYC,0.021818,8,2022
2022-08-03,NYC,0.0,8,2022
2022-08-04,NYC,0.0,8,2022
2022-08-05,NYC,0.0,8,2022
2022-08-06,NYC,0.0,8,2022
2022-08-07,NYC,0.017,8,2022
2022-08-08,NYC,0.005,8,2022
2022-08-09,NYC,0.026667,8,2022
2022-08-10,NYC,0.068,8,2022
2022-08-11,NYC,0.063,8,2022
2022-08-12,NYC,0.056364,8,2022
2022-08-13,NYC,0.0,8,2022
2022-08-14,NYC,0.0,8,2022
2022-08-15,NYC,0.0,8,2022
2022-08-16,NYC,0.0,8,2022
2022-08-17,NYC,0.042727,8,2022
2022-08-18,NYC,0.023636,8,2022
2022-08-19,NYC,0.0,8,2022
2022-08-20,NYC,0.0,8,2022
2022-08-21,NYC,0.035455,8,2022
2022-08-22,NYC,0.023636,8,2022
2022-08-23,NYC,0.154545,8,2022
2022-08-24,NYC,0.0,8,2022
2022-08-25,NYC,0.0,8,2022
2022-08-26,NYC,0.026,8,2022
2022-08-27,NYC,0.069091,8,2022
2022-08-28,NYC,0.0,8,2022
2022-08-29,NYC,0.0,8,2022
2022-08-30,NYC,0.029,8,2022
2022-08-31,NYC,0.085,8,2022
2022-09-01,NYC,0.0,9,2022
2022-09-02,NYC,0.0,9,2022
2022-09-03,NYC,0.0,9,2022
2022-09-04,NYC,0.002727,9,2022
2022-09-05,NYC,0.028182,9,2022
2022-09-06,NYC,0.7325,9,2022
2022-09-07,NYC,0.44,9,2022
2022-09-08,NYC,0.006667,9,2022
2022-09-09,NYC,0.0,9,2022
2022-09-10,NYC,0.0,9,2022
2022-09-11,NYC,0.049231,9,2022
2022-09-12,NYC,0.371538,9,2022
2022-09-13,NYC,0.586154,9,2022
2022-09-14,NYC,0.021538,9,2022
2022-09-15,NYC,0.0,9,2022
2022-09-16,NYC,0.0,9,2022
2022-09-17,NYC,0.0,9,2022
2022-09-18,NYC,0.0,9,2022
2022-09-19,NYC,0.013846,9,2022
2022-09-20,NYC,0.073077,9,2022
2022-09-21,NYC,0.000769,9,2022
2022-09-22,NYC,0.1125,9,2022
2022-09-23,NYC,0.286923,9,2022
2022-09-24,NYC,0.000769,9,2022
2022-09-25,NYC,0.163077,9,2022
2022-09-26,NYC,0.356154,9,2022
2022-09-27,NYC,0.006154,9,2022
2022-09-28,NYC,0.0,9,2022
2022-09-29,NYC,0.0,9,2022
2022-09-30,NYC,0.0,9,2022
2022-10-01,NYC,0.480909,10,2022
2022-10-02,NYC,0.142,10,2022
2022-10-03,NYC,0.351,10,2022
2022-10-04,NYC,1.512727,10,2022
2022-10-05,NYC,0.636364,10,2022
2022-10-06,NYC,0.314545,10,2022
2022-10-07,NYC,0.0,10,2022
2022-10-08,NYC,0.05,10,2022
2022-10-09,NYC,0.0,10,2022
2022-10-10,NYC,0.0,10,2022
2022-10-11,NYC,0.000909,10,2022
2022-10-12,NYC,0.0,10,2022
2022-10-13,NYC,0.277273,10,2022
2022-10-14,NYC,0.985455,10,2022
2022-10-15,NYC,0.0,10,2022
2022-10-16,NYC,0.0,10,2022
2022-10-17,NYC,0.089167,10,2022
2022-10-18,NYC,0.155,10,2022
2022-10-19,NYC,0.0,10,2022
2022-10-20,NYC,0.0,10,2022
2022-10-21,NYC,0.0,10,2022
2022-10-22,NYC,0.0,10,2022
2022-10-23,NYC,0.004615,10,2022
2022-10-24,NYC,0.295385,10,2022
2022-10-25,NYC,0.297692,10,2022
2022-10-26,NYC,0.008333,10,2022
2022-10-27,NYC,0.003846,10,2022
2022-10-28,NYC,0.0,10,2022
2022-10-29,NYC,0.0,10,2022
2022-10-30,NYC,0.0,10,2022
2022-10-31,NYC,0.022,10,2022
2022-11-01,NYC,0.265,11,2022
2022-11-02,NYC,0.009091,11,2022
2022-11-03,NYC,0.0,11,2022
2022-11-04,NYC,0.001667,11,2022
2022-11-05,NYC,0.0,11,2022
2022-11-06,NYC,0.001667,11,2022
2022-11-07,NYC,0.015455,11,2022
2022-11-08,NYC,0.0,11,2022
2022-11-09,NYC,0.0,11,2022
2022-11-10,NYC,0.0,11,2022
2022-11-11,NYC,0.166364,11,2022
2022-11-12,NYC,0.758333,11,2022
2022-11-13,NYC,0.0725,11,2022
2022-11-14,NYC,0.038333,11,2022
2022-11-15,NYC,0.11,11,2022
2022-11-16,NYC,0.596667,11,2022
2022-11-17,NYC,0.009167,11,2022
2022-11-18,NYC,0.0025,11,2022
2022-11-19,NYC,0.003333,11,2022
2022-11-20,NYC,0.001667,11,2022
2022-11-21,NYC,0.0,11,2022
2022-11-22,NYC,0.0,11,2022
2022-11-23,NYC,0.0,11,2022
2022-11-24,NYC,0.0,11,2022
2022-11-25,NYC,0.010833,11,2022
2022-11-26,NYC,0.028182,11,2022
2022-11-27,NYC,0.162727,11,2022
2022-11-28,NYC,0.393636,11,2022
2022-11-29,NYC,0.0025,11,2022
2022-11-30,NYC,0.100833,11,2022
2022-12-01,NYC,0.459167,12,2022
2022-12-02,NYC,0.000833,12,2022
2022-12-03,NYC,0.109091,12,2022
2022-12-04,NYC,0.27,12,2022
2022-12-05,NYC,0.0,12,2022
2022-12-06,NYC,0.155,12,2022
2022-12-07,NYC,0.929231,12,2022
2022-12-08,NYC,0.038462,12,2022
2022-12-09,NYC,0.000769,12,2022
2022-12-10,NYC,0.0,12,2022
2022-12-11,NYC,0.041667,12,2022
2022-12-12,NYC,0.113636,12,2022
2022-12-13,NYC,0.0,12,2022
2022-12-14,NYC,0.0,12,2022
2022-12-15,NYC,0.115385,12,2022
2022-12-16,NYC,0.921667,12,2022
2022-12-17,NYC,0.29,12,2022
2022-12-18,NYC,0.0025,12,2022
2022-12-19,NYC,0.0,12,2022
2022-12-20,NYC,0.0,12,2022
2022-12-21,NYC,0.0,12,2022
2022-12-22,NYC,0.036667,12,2022
2022-12-23,NYC,1.1025,12,2022
2022-12-24,NYC,0.096,12,2022
2022-12-25,NYC,0.0,12,2022
2022-12-26,NYC,0.0,12,2022
2022-12-27,NYC,0.0,12,2022
2022-12-28,NYC,0.0,12,2022
2022-12-29,NYC,0.0,12,2022
2022-12-30,NYC,0.0,12,2022
2022-12-31,NYC,0.074167,12,2022
2023-01-01,NYC,0.261538,1,2023
2023-01-02,NYC,0.006154,1,2023
2023-01-03,NYC,0.102308,1,2023
2023-01-04,NYC,0.287273,1,2023
2023-01-05,NYC,0.073077,1,2023
2023-01-06,NYC,0.216364,1,2023
2023-01-07,NYC,0.029167,1,2023
2023-01-08,NYC,0.0,1,2023
2023-01-09,NYC,0.013077,1,2023
2023-01-10,NYC,0.0,1,2023
2023-01-11,NYC,0.0,1,2023
2023-01-12,NYC,0.066154,1,2023
2023-01-13,NYC,0.321667,1,2023
2023-01-14,NYC,0.015833,1,2023
2023-01-15,NYC,0.0,1,2023
2023-01-16,NYC,0.0,1,2023
2023-01-17,NYC,0.0,1,2023
2023-01-18,NYC,0.0175,1,2023
2023-01-19,NYC,0.191538,1,2023
2023-01-20,NYC,0.779231,1,2023
2023-01-21,NYC,0.003077,1,2023
2023-01-22,NYC,0.099231,1,2023
2023-01-23,NYC,0.611667,1,2023
2023-01-24,NYC,0.116667,1,2023
2023-01-25,NYC,0.235,1,2023
2023-01-26,NYC,1.232727,1,2023
2023-01-27,NYC,0.001818,1,2023
2023-01-28,NYC,0.005455,1,2023
2023-01-29,NYC,0.0,1,2023
2023-01-30,NYC,0.0,1,2023
2023-01-31,NYC,0.029091,1,2023
2023-02-01,NYC,0.032,2,2023
2023-02-02,NYC,0.0,2,2023
2023-02-03,NYC,0.0,2,2023
2023-02-04,NYC,0.0,2,2023
2023-02-05,NYC,0.0,2,2023
2023-02-06,NYC,0.0,2,2023
2023-02-07,NYC,0.006,2,2023
2023-02-08,NYC,0.04,2,2023
2023-02-09,NYC,0.000909,2,2023
2023-02-10,NYC,0.0,2,2023
2023-02-11,NYC,0.0,2,2023
2023-02-12,NYC,0.015,2,2023
2023-02-13,NYC,0.030909,2,2023
2023-02-14,NYC,0.0,2,2023
2023-02-15,NYC,0.0,2,2023
2023-02-16,NYC,0.014167,2,2023
2023-02-17,NYC,0.12,2,2023
2023-02-18,NYC,0.19,2,2023
2023-02-19,NYC,0.000769,2,2023
2023-02-20,NYC,0.001538,2,2023
2023-02-21,NYC,0.126154,2,2023
2023-02-22,NYC,0.069167,2,2023
2023-02-23,NYC,0.151429,2,2023
2023-02-24,NYC,0.025,2,2023
2023-02-25,NYC,0.0,2,2023
2023-02-26,NYC,0.008333,2,2023
2023-02-27,NYC,0.045385,2,2023
2023-02-28,NYC,0.535,2,2023
2023-03-01,NYC,0.043846,3,2023
2023-03-02,NYC,0.030714,3,2023
2023-03-03,NYC,0.023077,3,2023
2023-03-04,NYC,1.018462,3,2023
2023-03-05,NYC,0.016154,3,2023
2023-03-06,NYC,0.0,3,2023
2023-03-07,NYC,0.034167,3,2023
2023-03-08,NYC,0.003571,3,2023
2023-03-09,NYC,0.0,3,2023
2023-03-10,NYC,0.056154,3,2023
2023-03-11,NYC,0.565,3,2023
2023-03-12,NYC,0.054167,3,2023
2023-03-13,NYC,0.151429,3,2023
2023-03-14,NYC,0.845714,3,2023
2023-03-15,NYC,0.110714,3,2023
2023-03-16,NYC,0.001429,3,2023
2023-03-17,NYC,0.0,3,2023
2023-03-18,NYC,0.0175,3,2023
2023-03-19,NYC,0.0,3,2023
2023-03-20,NYC,0.0,3,2023
2023-03-21,NYC,0.0,3,2023
2023-03-22,NYC,0.0,3,2023
2023-03-23,NYC,0.013077,3,2023
2023-03-24,NYC,0.088,3,2023
2023-03-25,NYC,0.028462,3,2023
2023-03-26,NYC,0.162727,3,2023
2023-03-27,NYC,0.043077,3,2023
2023-03-28,NYC,0.174667,3,2023
2023-03-29,NYC,0.010714,3,2023
2023-03-30,NYC,0.014286,3,2023
2023-03-31,NYC,0.0,3,2023
2023-04-01,NYC,0.165385,4,2023
2023-04-02,NYC,0.228462,4,2023
2023-04-03,NYC,0.000714,4,2023
2023-04-04,NYC,0.0,4,2023
2023-04-05,NYC,0.000667,4,2023
2023-04-06,NYC,0.013571,4,2023
2023-04-07,NYC,0.031538,4,2023
2023-04-08,NYC,0.000769,4,2023
2023-04-09,NYC,0.0,4,2023
2023-04-10,NYC,0.0,4,2023
2023-04-11,NYC,0.0,4,2023
2023-04-12,NYC,0.0,4,2023
2023-04-13,NYC,0.0,4,2023
2023-04-14,NYC,0.0,4,2023
2023-04-15,NYC,0.003077,4,2023
2023-04-16,NYC,0.106154,4,2023
2023-04-17,NYC,0.011333,4,2023
2023-04-18,NYC,0.016667,4,2023
2023-04-19,NYC,0.002667,4,2023
2023-04-20,NYC,0.0,4,2023
2023-04-21,NYC,0.0,4,2023
2023-04-22,NYC,0.131538,4,2023
2023-04-23,NYC,1.600714,4,2023
2023-04-24,NYC,0.167143,4,2023
2023-04-25,NYC,0.0,4,2023
2023-04-26,NYC,0.0,4,2023
2023-04-27,NYC,0.021333,4,2023
2023-04-28,NYC,0.069333,4,2023
2023-04-29,NYC,1.392,4,2023
2023-04-30,NYC,1.011429,4,2023
2023-05-01,NYC,1.320667,5,2023
2023-05-02,NYC,0.068667,5,2023
2023-05-03,NYC,0.071333,5,2023
2023-05-04,NYC,0.095333,5,2023
2023-05-05,NYC,0.031333,5,2023
2023-05-06,NYC,0.003846,5,2023
2023-05-07,NYC,0.002,5,2023
2023-05-08,NYC,0.026154,5,2023
2023-05-09,NYC,0.000667,5,2023
2023-05-10,NYC,0.0,5,2023
2023-05-11,NYC,0.0,5,2023
2023-05-12,NYC,0.0,5,2023
2023-05-13,NYC,0.0,5,2023
2023-05-14,NYC,0.0,5,2023
2023-05-15,NYC,0.0,5,2023
2023-05-16,NYC,0.0,5,2023
2023-05-17,NYC,0.0,5,2023
2023-05-18,NYC,0.0,5,2023
2023-05-19,NYC,0.0,5,2023
2023-05-20,NYC,0.421667,5,2023
2023-05-21,NYC,0.941333,5,2023
2023-05-22,NYC,0.0,5,2023
2023-05-23,NYC,0.0,5,2023
2023-05-24,NYC,0.006923,5,2023
2023-05-25,NYC,0.026667,5,2023
2023-05-26,NYC,0.0,5,2023
2023-05-27,NYC,0.0,5,2023
2023-05-28,NYC,0.0,5,2023
2023-05-29,NYC,0.0,5,2023
2023-05-30,NYC,0.0,5,2023
2023-05-31,NYC,0.0,5,2023
2023-06-01,NYC,0.0,6,2023
2023-06-02,NYC,0.018571,6,2023
2023-06-03,NYC,0.071429,6,2023
2023-06-04,NYC,0.0,6,2023
2023-06-05,NYC,0.0,6,2023
2023-06-06,NYC,0.02,6,2023
2023-06-07,NYC,0.148462,6,2023
2023-06-08,NYC,0.0,6,2023
2023-06-09,NYC,0.01,6,2023
2023-06-10,NYC,0.021667,6,2023
2023-06-11,NYC,0.022857,6,2023
2023-06-12,NYC,0.054667,6,2023
2023-06-13,NYC,0.208667,6,2023
2023-06-14,NYC,0.037333,6,2023
2023-06-15,NYC,0.258667,6,2023
2023-06-16,NYC,0.054545,6,2023
2023-06-17,NYC,0.235,6,2023
2023-06-18,NYC,0.045385,6,2023
2023-06-19,NYC,0.0,6,2023
2023-06-20,NYC,0.0,6,2023
2023-06-21,NYC,0.0,6,2023
2023-06-22,NYC,0.007333,6,2023
2023-06-23,NYC,0.021429,6,2023
2023-06-24,NYC,0.180667,6,2023
2023-06-25,NYC,0.046923,6,2023
2023-06-26,NYC,0.117333,6,2023
2023-06-27,NYC,0.555,6,2023
2023-06-28,NYC,0.174615,6,2023
2023-06-29,NYC,0.087692,6,2023
2023-06-30,NYC,0.001429,6,2023
2023-07-01,NYC,0.0,7,2023
2023-07-02,NYC,0.195,7,2023
2023-07-03,NYC,0.244286,7,2023
2023-07-04,NYC,0.394286,7,2023
2023-07-05,NYC,0.205,7,2023
2023-07-06,NYC,0.0,7,2023
2023-07-07,NYC,0.0,7,2023
2023-07-08,NYC,0.0,7,2023
2023-07-09,NYC,0.221429,7,2023
2023-07-10,NYC,1.22,7,2023
2023-07-11,NYC,0.001875,7,2023
2023-07-12,NYC,0.0,7,2023
2023-07-13,NYC,0.0,7,2023
2023-07-14,NYC,0.088125,7,2023
2023-07-15,NYC,0.265625,7,2023
2023-07-16,NYC,0.816,7,2023
2023-07-17,NYC,0.52,7,2023
2023-07-18,NYC,0.166429,7,2023
2023-07-19,NYC,0.69,7,2023
2023-07-20,NYC,0.040667,7,2023
2023-07-21,NYC,0.172143,7,2023
2023-07-22,NYC,0.053571,7,2023
2023-07-23,NYC,0.0,7,2023
2023-07-24,NYC,0.0,7,2023
2023-07-25,NYC,0.058571,7,2023
2023-07-26,NYC,0.563333,7,2023
2023-07-27,NYC,0.026,7,2023
2023-07-28,NYC,0.116667,7,2023
2023-07-29,NYC,0.106667,7,2023
2023-07-30,NYC,0.302308,7,2023
2023-07-31,NYC,0.0,7,2023
2023-08-01,NYC,0.007143,8,2023
2023-08-02,NYC,0.0,8,2023
2023-08-03,NYC,0.0,8,2023
2023-08-04,NYC,0.001429,8,2023
2023-08-05,NYC,0.044667,8,2023
2023-08-06,NYC,0.0,8,2023
2023-08-07,NYC,0.642,8,2023
2023-08-08,NYC,0.290667,8,2023
2023-08-09,NYC,0.002857,8,2023
2023-08-10,NYC,0.089333,8,2023
2023-08-11,NYC,0.282667,8,2023
2023-08-12,NYC,0.012143,8,2023
2023-08-13,NYC,0.959286,8,2023
2023-08-14,NYC,0.002667,8,2023
2023-08-15,NYC,0.569333,8,2023
2023-08-16,NYC,0.422,8,2023
2023-08-17,NYC,0.034,8,2023
2023-08-18,NYC,0.508,8,2023
2023-08-19,NYC,0.012,8,2023
2023-08-20,NYC,0.0,8,2023
2023-08-21,NYC,0.0,8,2023
2023-08-22,NYC,0.0,8,2023
2023-08-23,NYC,0.0,8,2023
2023-08-24,NYC,0.012308,8,2023
2023-08-25,NYC,0.441429,8,2023
2023-08-26,NYC,0.357857,8,2023
2023-08-27,NYC,0.26,8,2023
2023-08-28,NYC,0.0,8,2023
2023-08-29,NYC,0.0,8,2023
2023-08-30,NYC,0.075714,8,2023
2023-08-31,NYC,0.133571,8,2023
2023-09-01,NYC,0.0,9,2023
2023-09-02,NYC,0.0,9,2023
2023-09-03,NYC,0.000667,9,2023
2023-09-04,NYC,0.002667,9,2023
2023-09-05,NYC,0.004286,9,2023
2023-09-06,NYC,0.0,9,2023
2023-09-07,NYC,0.0,9,2023
2023-09-08,NYC,0.056667,9,2023
2023-09-09,NYC,0.16,9,2023
2023-09-10,NYC,0.311333,9,2023
2023-09-11,NYC,0.709333,9,2023
2023-09-12,NYC,0.364667,9,2023
2023-09-13,NYC,0.252,9,2023
2023-09-14,NYC,0.13,9,2023
2023-09-15,NYC,0.0,9,2023
2023-09-16,NYC,0.0,9,2023
2023-09-17,NYC,0.015,9,2023
2023-09-18,NYC,0.594286,9,2023
2023-09-19,NYC,0.652857,9,2023
2023-09-20,NYC,0.0,9,2023
2023-09-21,NYC,0.0,9,2023
2023-09-22,NYC,0.0,9,2023
2023-09-23,NYC,0.214,9,2023
2023-09-24,NYC,0.866667,9,2023
